"","score","text","level.score","level.text"
"21794", -1," we hav been cyber attacked by russia where r the sanctions keep russians out of us until congress figures out what the hell is going on do u know who chamberlain was he let hitler conquer europetrump  neville chamberlain  traitortrump",Negative,NA
"21795",  2," i will be sure to watch and form my own opinion",Positive,NA
"21796", -4," oprah has grace  style  intelligence  you have absolutely zero  stop bashing  bullying people  you act worse than a  year  old you are nothing but an ugly vile old man impeach  indict trump",Negative,NA
"21797", -2," honoring all the presidents today  except your fat treasonous ass",Negative,NA
"21798", -3,"  minutes bias slanted the hell you say breaking news so is fox cnn msnbc you really think hannity is asking you tough questions and lets not forget piers i noticed he didnt call you out on omarosa during that interview even he knew of her before it",Negative,NA
"21799",  0," we reflect everyday you are in power",Neutral,NA
"21800",  1," today is a day to remember all of our great leaders and to realize one person you  can actually brake the streak  ",Positive,NA
"21801", -3," you know whats sad tiny  when kids can see your full of bs the kids at the school where they lost  people  remember them    ",Negative,NA
"21802",  0," you know nothing",Neutral,NA
"21803",  1," wondering if  is actually a russian bot  thats where my reflections lead me notmypresident",Positive,NA
"21804", -1," whats very sad is that the potus hasnt got a clue of the usofa government works  that the fbi has two divisions  agents in fl or any other state in the union work on crime in that state not on russia",Negative,NA
"21805", -1," president trump lashes out at oprah and russia investigation in tweet storm as nation mourns   trump is an insensitive selfish maniac",Negative,NA
"21806",  3," stop acting like ur legit u did not win the election on ur own merit u bamboozled your way in wthe help of your russian henchman this day is abt every legit potus before you youre a stain on our country russian trolls who make an invalid pt on this tweet will be blocked",Positive,NA
"21807", 11," happy presidents day to one of the best presidents in the history of the united states of america president donald j trump stay the course president trump and we will definitely maga god bless you your family and the united states americafirst",Positive,NA
"21808",  0," can you name any presidents besides yourself",Neutral,NA
"21809",  1," jesus christ dude really oprah who had a talk show for  some yearsyou are a stupid rich son of a bitch you are not my president",Positive,NA
"21810",  2," happy presidents day and thank you maga qanon thegreatawakening ",Positive,NA
"21811",  0," fatdonaldlies",Neutral,NA
"21812", -1," insecure thats the pot calling the kettle oh never mind",Negative,NA
"21813",  0," is your skin that thin that you have to attack people who have no intention of running because you think it makes you look like a big man or is it just because its a woman and under your bluster youre an insecure little bully on the playground who might get beaten by a girl",Neutral,NA
"21814",  2," thank you mr president  we keep you in our prayers everyday",Positive,NA
"21815", -3,"  give a  what you say lying ass  fuck you",Negative,NA
"21816",  4," re tweets after parkland tragedy  trump k likes k retwts obama m likes k retwts  whos the real leader",Positive,NA
"21817",  6,"  rosensteins mission now is not to conclude muellers investigation nor implement trump administration reforms  his sole mission is his survival at doj he will be willing to mutate from one position to the other imperative that potus gains institutional control of doj maga",Positive,NA
"21818", -3,"  nra gave  senators who voted in  against measure prohibiting people on terrorist watch list from buying guns  million also gave  million to  senators who voted against a bill to require universal background checks for firearms purchases",Negative,NA
"21819", -3," shouldnt you be more concerned with how russia meddled in our elections than a tv show this week youve bashed oprah the victims in florida schiff etc but yet no bashing of russia  putin hmmm",Negative,NA
"21820",  2," im reflecting on when we had a real president",Positive,NA
"21821",  1," with todays technology we can install a tracking chip on every gun in america just to give the law time to react",Positive,NA
"21822",  0," stop whining and try to be a leader try the election was over a long time ago",Neutral,NA
"21823", -3," your worst nightmare is losing to a black woman whos richer than you",Negative,NA
"21824",  1," do you really have nothing better to do moroninchief",Positive,NA
"21825",  2," its hysterical that you think oprah winfrey is insecure unlike you she started with nothing and built a hugely successful business empire and popularity she is an american success story and you just cant stand that",Positive,NA
"21826",  3," you too sir god bless ",Positive,NA
"21827",  5," sure wish we had a president right now so i will reflect on the prior  presidents",Positive,NA
"21828",  3," believe me i think about having an honorable and trustworthy president everyday today is no exception get it",Positive,NA
"21829", -1," swaying the election is what the democrat fake news does daily",Negative,NA
"21830",  0," yeah i bet the  families who lost loved ones in yet another nra sponsored mass shooting will be doing a lot of reflecting  dosomethingabot the guns",Neutral,NA
"21831",  1," giving our lord thanks that you are our potus",Positive,NA
"21832",  3,"  thank you mr president for making america great again ",Positive,NA
"21833",  2," have a great reflective resident day squattermadampresident  ",Positive,NA
"21834", -1," fu idiot",Negative,NA
"21835",  1," have you noticed winfrey doesnt talk about you but you sure talk about her i think maybe youre just a teensy tinsy bit insecure yourself donnie i mean look at you youre old orange and flabby",Positive,NA
"21836",  0," happy presidents day to ushappy presidents day to ushappy presidents day to  out of  men who have held the officethe one excluded is you",Neutral,NA
