"Sentiment_Score","Tweets","Sentiment_level.score","Sentiment_level.text"
  3," ahh im playing youre doing great good luck with the whole look over here thing",Positive,
  0," take your meds",Neutral,
 -1," keep on spewing your lies don the section was directly affected as a result of interference from your russian assistants im sure your bank is flush with russian money meant to blackmail you you are a traitor and didnt win the election but paid to have it stolen",Negative,
  0," attn presidential staff its time to take his phone away and put him to nighnigh time",Neutral,
 -1," the more trump denials the more trump inaction to condemn and sanction russia for subverting us elections his guilt shows",Negative,
 -3," your a liar liar pants on fire   you snake",Negative,
  1," sirwe the deplorables independent republican conservative christian are standing behind you and praying for you",Positive,
  0," if you work in american politics or in the govt on any level and your first reaction to todays mueller indictment is not how are we going to prevent this from happening again and how are we going to punish russia then you need to rethink your priorities as a citizen",Neutral,
  1," well you dumbass he couldnt say that because it would be false go to the  midwestern states that you had the most votes via russian help reverse  in each state  you and putin lose",Positive,
 -1," hillary wasnt indicted christopher steele wasnt indicted but your indictment is coming soon",Negative,
 -1," proud of your new banner photowhen did school shootings become thumbs up worthyyou sick motherfcker",Negative,
 -1," sessions calls for immediate review of fbi  alex jones infowars   ",Negative,
  0," wow you do know that all your lies are being chronicled on twitter dont you",Neutral,
 -4," quit grabbing for straws we know you are still denying the fact you lost when they finish the investigation  you will be someones b ch in prison named bubba    hahaha loser",Negative,
  2," im so so so so so sorry americans felt in best interest to vote for you lets work countrywide people to make americans aware",Positive,
  0," what about your emails with russia",Neutral,
 -3," lies lies and more desperate lies what else can one expect from the liarinchief",Negative,
 -6," youre filth ive stepped in piles that smell better than your whining lies its muellertime lil donnie your run of treason hate  fear mongering is almost at an end enjoy your taxpayer funded golf while you still can resistnraownsgopimpeachtrumpmrgamuellertime",Negative,
  1," youre just not gonna sleep tonight huh",Positive,
 -3," give it up donnie we all know youre a crook liar smarmy cheat who has no idea how b ",Negative,
 -1," stfu you moron",Negative,
  0," hush boy were watching the olympics",Neutral,
  5," mcmaster also forgot to say that you won the popular vote your inauguration crowds were historically huge you have lots of friends who genuinely care about you and you have a full head of hairhe has to go ask kelly to fire him for you",Positive,
 -2," youre going down in history as a traitor to america enjoy prison",Negative,
 -1," you fucking liar mcmaster said exactly what he wanted to say i remember that no uranium left the us i remember that most of the dossier has been found to be valid  that the dirty part involves your sex practices with hookers emails you mean skankvas",Negative,
 -5," you were ridiculous today  you lied all day long  yes you decided on trying to run again in   oh and you reversed obamas regulation limiting guns for people mentally unfit  blood on your hands bubba",Negative,
 -4," my god youre stupid the only people who believe anything that comes out of your bigmac hole are your poorly educated followers your administration is done you were a total failure and a traitor to your nation you are a disgrace",Negative,
  0," benedictdonald throwing a hail mary",Neutral,
  0," dear asshole nothing was forgotten everyone in intelligence judicial and law enforcement can see the impeachment  prosecution train headed toward your butt any statement has been carefully crafted to protect the speaker",Neutral,
 -4," keep on keeping on crawling from under the rocks dark  damp space you piece of sht bone spur cowardly traitor youre on your f ing way to jail",Negative,
  0," you are truly the most pathetic selfintetested fuckingmoron children were murdered this week and your tweeting about the outcome of the election you disgust me focus you little fat boy get away from your gold framed mirror and do you your job",Neutral,
  0," fuck you trump ",Neutral,
 -1," something tells me he didnt forget at all",Negative,
  1," money for what happened cause the russians felt so terrible she lost after all the effort her billions of dollars and  russian super trolls ",Positive,
  3," mcmaster did not forget to say it  fact is that mueller will be letting us know the truth of this in his next wave of indictments  these will be hitting close to you  perhaps you will be indicted would that be exciting or what",Positive,
