Sentiment_Score,Tweets,Sentiment_level.score
4, like the heroes of today who still fight for civil rights protesting police brutality towards african americans by kneeling they have courage to continue protesting despite being called sons of bitches by the president of the united states sacrificing their own peace,Positive
0,  couple goals  ,Neutral
3, yeah colin kapernick is a model civil rights example for african americans,Positive
5, trump supporters are moron he mentions african americans in a positive light and the majority of you make comments about hillary and proud to be white what a bunch of inbreds,Positive
0, says the guy who said  black men proven innocent should just be executed anyway go fuck yourself you orange fuck,Neutral
-6, you fake ass fuck retire play golf bang porn stars pass the bullshit to the kids and pass on please fucking go away,Negative
3, wow loyalty is what you demand and your attorney is giving it to you by paying your fees from past dirty deeds your so good at trying to cover up your history with women  what a leader  not,Positive
2, the president for all the people amen,Positive
0, faketweet,Neutral
1, demage control statement,Positive
3, wish your wife a happy valentines day  so we know is real,Positive
3, which did not include the fine people from the nazi and white supremacist movement,Positive
-2,   this is a presidential comment you should further support africanamericans by denouncing past violence and hate against them since you are viewed as prowhite power,Negative
1, clearly you did not write this,Positive
3, congrats you finally recognize president obama well done,Positive
-1, oh give me a break,Negative
0, go ahead and hate your neighborgo ahead and cheat a frienddo it in the name of heavenyou can justify it in the endthere wont be any trumpets blowingcome the judgment dayon the bloody morning afterone tin soldier rides awayresign,Neutral
1, coons tap dancing in the white house type video,Positive
-2, racist hypocrite,Negative
-2, laughable coming from racist,Negative
0, sons of bitches no more,Neutral
1, now you can get back to kicking out mexicans for the rest of the day,Positive
-2, how can you even allow your bigoted fat ass from tweeting something like this you really have no shame,Negative
2, liar n chief truth will set u free,Positive
5, you are truly a president of all the people sir rising above the racists bigots and haters on the left who oppose you a beacon of light and hope lifting up all who feel left out and left behind by the last  yrs of divisivness perpetrated by the poser you replacedmaga,Positive
0, fuck if you wrote thator even thought it,Neutral
3, halfway through bhm but thats about what we can expect from a white boy w orange skin hope you plan to have frederick douglass to the white house soon hes accomplished so much recently ,Positive
2, except obama kneelers gold star widowsbasically people who stand up to you,Positive
-2, the most racist president in history has the gall to make this statement  resign disgrace,Negative
-1, anyone there from a shithole country asking for a hypocrite destroying a democracy,Negative
0, whos got your phone,Neutral
0, you accidentally left this on my desk i think you meant to give it to ivanka happyvalentinesday xoxotheresistance ,Neutral
0, stormy day for love in the wh freemrstmother,Neutral
1, loltheres no way trump wrote this tweet,Positive
1, wow as i scroll through the number of bots on here is mind blowing who pays for that,Positive
0, your butt wasnt made equal to other butts its enormous just look at the video your jacket doesnt even cover it,Neutral
-1, we are in insanity phase now,Negative
0, get your portrait done but do you have  fingers like obama see portrait left hand of the devil,Neutral
3,  you could not name  heroes of the civil rights movement more fakenews from the man who last year that frederickdouglass was alive,Positive
-1, youre going to jail,Negative
1, would of been an nice compliment if you werent so racist,Positive
-2,  insincereyou are a racist bastard,Negative
2,  looks thrilled to be standing next to you,Positive
-2, to bad this doesnt hide the fact that youre a racist sry,Negative
